"Electricity statistics by Country/area, Technology, Data Type, Grid connection and Year"

"Country/area","Technology","Data Type","Grid connection","Year",Electricity statistics
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","All","2017",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","All","2018",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","All","2019",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","All","2020",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","All","2021",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","All","2022",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","All","2023",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","All","2024",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2015",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2016",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2017",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2018",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2019",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2021",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2022",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2023",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2024",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2015",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2016",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2017",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2018",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2019",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2021",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2022",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2023",-
"Canada","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2024",-
"Canada","Geothermal energy","Electricity Generation (GWh)","All","2015",-
"Canada","Geothermal energy","Electricity Generation (GWh)","All","2016",-
"Canada","Geothermal energy","Electricity Generation (GWh)","All","2017",-
"Canada","Geothermal energy","Electricity Generation (GWh)","All","2018",-
"Canada","Geothermal energy","Electricity Generation (GWh)","All","2019",-
"Canada","Geothermal energy","Electricity Generation (GWh)","All","2020",-
"Canada","Geothermal energy","Electricity Generation (GWh)","All","2021",-
"Canada","Geothermal energy","Electricity Generation (GWh)","All","2022",-
"Canada","Geothermal energy","Electricity Generation (GWh)","All","2023",-
"Canada","Geothermal energy","Electricity Generation (GWh)","All","2024",-
"Canada","Geothermal energy","Electricity Generation (GWh)","On-grid","2015",-
"Canada","Geothermal energy","Electricity Generation (GWh)","On-grid","2016",-
"Canada","Geothermal energy","Electricity Generation (GWh)","On-grid","2017",-
"Canada","Geothermal energy","Electricity Generation (GWh)","On-grid","2018",-
"Canada","Geothermal energy","Electricity Generation (GWh)","On-grid","2019",-
"Canada","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Canada","Geothermal energy","Electricity Generation (GWh)","On-grid","2021",-
"Canada","Geothermal energy","Electricity Generation (GWh)","On-grid","2022",-
"Canada","Geothermal energy","Electricity Generation (GWh)","On-grid","2023",-
"Canada","Geothermal energy","Electricity Generation (GWh)","On-grid","2024",-
"Canada","Geothermal energy","Electricity Generation (GWh)","Off-grid","2015",-
"Canada","Geothermal energy","Electricity Generation (GWh)","Off-grid","2016",-
"Canada","Geothermal energy","Electricity Generation (GWh)","Off-grid","2017",-
"Canada","Geothermal energy","Electricity Generation (GWh)","Off-grid","2018",-
"Canada","Geothermal energy","Electricity Generation (GWh)","Off-grid","2019",-
"Canada","Geothermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"Canada","Geothermal energy","Electricity Generation (GWh)","Off-grid","2021",-
"Canada","Geothermal energy","Electricity Generation (GWh)","Off-grid","2022",-
"Canada","Geothermal energy","Electricity Generation (GWh)","Off-grid","2023",-
"Canada","Geothermal energy","Electricity Generation (GWh)","Off-grid","2024",-
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","All","2015",48528.00
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","All","2016",49158.50
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","All","2017",48783.00
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","All","2018",48332.50
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","All","2019",48381.50
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","All","2020",49260.50
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","All","2021",46281.50
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","All","2022",44923.50
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","All","2023",46038.00
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","All","2024",45272.00
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","On-grid","2015",48528.00
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","On-grid","2016",49158.50
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","On-grid","2017",48783.00
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","On-grid","2018",48332.50
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","On-grid","2019",48381.50
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","On-grid","2020",49260.50
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","On-grid","2021",46281.50
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","On-grid","2022",44923.50
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","On-grid","2023",46038.00
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","On-grid","2024",45272.00
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","Off-grid","2015",-
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","Off-grid","2016",-
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","Off-grid","2017",-
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","Off-grid","2018",-
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","Off-grid","2019",-
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","Off-grid","2021",-
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","Off-grid","2022",-
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","Off-grid","2023",-
"Canada","Total non-renewable","Electricity Installed Capacity (MW)","Off-grid","2024",-
"Canada","Total non-renewable","Electricity Generation (GWh)","All","2015",236593.00
"Canada","Total non-renewable","Electricity Generation (GWh)","All","2016",233621.00
"Canada","Total non-renewable","Electricity Generation (GWh)","All","2017",221762.00
"Canada","Total non-renewable","Electricity Generation (GWh)","All","2018",224437.00
"Canada","Total non-renewable","Electricity Generation (GWh)","All","2019",222795.00
"Canada","Total non-renewable","Electricity Generation (GWh)","All","2020",214929.00
"Canada","Total non-renewable","Electricity Generation (GWh)","All","2021",211249.00
"Canada","Total non-renewable","Electricity Generation (GWh)","All","2022",205436.00
"Canada","Total non-renewable","Electricity Generation (GWh)","All","2023",214166.00
"Canada","Total non-renewable","Electricity Generation (GWh)","All","2024",-
"Canada","Total non-renewable","Electricity Generation (GWh)","On-grid","2015",236593.00
"Canada","Total non-renewable","Electricity Generation (GWh)","On-grid","2016",233621.00
"Canada","Total non-renewable","Electricity Generation (GWh)","On-grid","2017",221762.00
"Canada","Total non-renewable","Electricity Generation (GWh)","On-grid","2018",224437.00
"Canada","Total non-renewable","Electricity Generation (GWh)","On-grid","2019",222795.00
"Canada","Total non-renewable","Electricity Generation (GWh)","On-grid","2020",214929.00
"Canada","Total non-renewable","Electricity Generation (GWh)","On-grid","2021",211249.00
"Canada","Total non-renewable","Electricity Generation (GWh)","On-grid","2022",205436.00
"Canada","Total non-renewable","Electricity Generation (GWh)","On-grid","2023",214166.00
"Canada","Total non-renewable","Electricity Generation (GWh)","On-grid","2024",-
"Canada","Total non-renewable","Electricity Generation (GWh)","Off-grid","2015",-
"Canada","Total non-renewable","Electricity Generation (GWh)","Off-grid","2016",-
"Canada","Total non-renewable","Electricity Generation (GWh)","Off-grid","2017",-
"Canada","Total non-renewable","Electricity Generation (GWh)","Off-grid","2018",-
"Canada","Total non-renewable","Electricity Generation (GWh)","Off-grid","2019",-
"Canada","Total non-renewable","Electricity Generation (GWh)","Off-grid","2020",-
"Canada","Total non-renewable","Electricity Generation (GWh)","Off-grid","2021",-
"Canada","Total non-renewable","Electricity Generation (GWh)","Off-grid","2022",-
"Canada","Total non-renewable","Electricity Generation (GWh)","Off-grid","2023",-
"Canada","Total non-renewable","Electricity Generation (GWh)","Off-grid","2024",-
"Canada","Pumped storage","Electricity Installed Capacity (MW)","All","2015",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","All","2016",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","All","2017",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","All","2018",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","All","2019",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","All","2020",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","All","2021",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","All","2022",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","All","2023",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","All","2024",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2015",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2016",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2017",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2018",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2019",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2020",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2021",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2022",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2023",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2024",174.00
"Canada","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2015",-
"Canada","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2016",-
"Canada","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2017",-
"Canada","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2018",-
"Canada","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2019",-
"Canada","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Canada","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2021",-
"Canada","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2022",-
"Canada","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2023",-
"Canada","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2024",-
"Canada","Pumped storage","Electricity Generation (GWh)","All","2015",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","All","2016",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","All","2017",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","All","2018",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","All","2019",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","All","2020",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","All","2021",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","All","2022",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","All","2023",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","All","2024",-
"Canada","Pumped storage","Electricity Generation (GWh)","On-grid","2015",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","On-grid","2016",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","On-grid","2017",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","On-grid","2018",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","On-grid","2019",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","On-grid","2020",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","On-grid","2021",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","On-grid","2022",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","On-grid","2023",111.00
"Canada","Pumped storage","Electricity Generation (GWh)","On-grid","2024",-
"Canada","Pumped storage","Electricity Generation (GWh)","Off-grid","2015",-
"Canada","Pumped storage","Electricity Generation (GWh)","Off-grid","2016",-
"Canada","Pumped storage","Electricity Generation (GWh)","Off-grid","2017",-
"Canada","Pumped storage","Electricity Generation (GWh)","Off-grid","2018",-
"Canada","Pumped storage","Electricity Generation (GWh)","Off-grid","2019",-
"Canada","Pumped storage","Electricity Generation (GWh)","Off-grid","2020",-
"Canada","Pumped storage","Electricity Generation (GWh)","Off-grid","2021",-
"Canada","Pumped storage","Electricity Generation (GWh)","Off-grid","2022",-
"Canada","Pumped storage","Electricity Generation (GWh)","Off-grid","2023",-
"Canada","Pumped storage","Electricity Generation (GWh)","Off-grid","2024",-
"Canada","Coal and peat","Electricity Installed Capacity (MW)","All","2015",9791.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","All","2016",9641.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","All","2017",9636.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","All","2018",9689.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","All","2019",9689.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","All","2020",9247.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","All","2021",7996.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","All","2022",5748.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","All","2023",4594.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","All","2024",3714.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2015",9791.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2016",9641.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2017",9636.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2018",9689.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2019",9689.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2020",9247.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2021",7996.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2022",5748.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2023",4594.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2024",3714.00
"Canada","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2015",-
"Canada","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2016",-
"Canada","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2017",-
"Canada","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2018",-
"Canada","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2019",-
"Canada","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Canada","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2021",-
"Canada","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2022",-
"Canada","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2023",-
"Canada","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2024",-
"Canada","Coal and peat","Electricity Generation (GWh)","All","2015",62055.00
"Canada","Coal and peat","Electricity Generation (GWh)","All","2016",62197.00
"Canada","Coal and peat","Electricity Generation (GWh)","All","2017",60104.00
"Canada","Coal and peat","Electricity Generation (GWh)","All","2018",50536.00
"Canada","Coal and peat","Electricity Generation (GWh)","All","2019",47873.00
"Canada","Coal and peat","Electricity Generation (GWh)","All","2020",38665.00
"Canada","Coal and peat","Electricity Generation (GWh)","All","2021",34448.00
"Canada","Coal and peat","Electricity Generation (GWh)","All","2022",26251.00
"Canada","Coal and peat","Electricity Generation (GWh)","All","2023",23548.00
"Canada","Coal and peat","Electricity Generation (GWh)","All","2024",-
"Canada","Coal and peat","Electricity Generation (GWh)","On-grid","2015",62055.00
"Canada","Coal and peat","Electricity Generation (GWh)","On-grid","2016",62197.00
"Canada","Coal and peat","Electricity Generation (GWh)","On-grid","2017",60104.00
"Canada","Coal and peat","Electricity Generation (GWh)","On-grid","2018",50536.00
"Canada","Coal and peat","Electricity Generation (GWh)","On-grid","2019",47873.00
"Canada","Coal and peat","Electricity Generation (GWh)","On-grid","2020",38665.00
"Canada","Coal and peat","Electricity Generation (GWh)","On-grid","2021",34448.00
"Canada","Coal and peat","Electricity Generation (GWh)","On-grid","2022",26251.00
"Canada","Coal and peat","Electricity Generation (GWh)","On-grid","2023",23548.00
"Canada","Coal and peat","Electricity Generation (GWh)","On-grid","2024",-
"Canada","Coal and peat","Electricity Generation (GWh)","Off-grid","2015",-
"Canada","Coal and peat","Electricity Generation (GWh)","Off-grid","2016",-
"Canada","Coal and peat","Electricity Generation (GWh)","Off-grid","2017",-
"Canada","Coal and peat","Electricity Generation (GWh)","Off-grid","2018",-
"Canada","Coal and peat","Electricity Generation (GWh)","Off-grid","2019",-
"Canada","Coal and peat","Electricity Generation (GWh)","Off-grid","2020",-
"Canada","Coal and peat","Electricity Generation (GWh)","Off-grid","2021",-
"Canada","Coal and peat","Electricity Generation (GWh)","Off-grid","2022",-
"Canada","Coal and peat","Electricity Generation (GWh)","Off-grid","2023",-
"Canada","Coal and peat","Electricity Generation (GWh)","Off-grid","2024",-
"Canada","Oil","Electricity Installed Capacity (MW)","All","2015",6011.00
"Canada","Oil","Electricity Installed Capacity (MW)","All","2016",5978.00
"Canada","Oil","Electricity Installed Capacity (MW)","All","2017",6018.00
"Canada","Oil","Electricity Installed Capacity (MW)","All","2018",6002.00
"Canada","Oil","Electricity Installed Capacity (MW)","All","2019",6019.00
"Canada","Oil","Electricity Installed Capacity (MW)","All","2020",6019.00
"Canada","Oil","Electricity Installed Capacity (MW)","All","2021",6019.00
"Canada","Oil","Electricity Installed Capacity (MW)","All","2022",6019.00
"Canada","Oil","Electricity Installed Capacity (MW)","All","2023",6019.00
"Canada","Oil","Electricity Installed Capacity (MW)","All","2024",6019.00
"Canada","Oil","Electricity Installed Capacity (MW)","On-grid","2015",6011.00
"Canada","Oil","Electricity Installed Capacity (MW)","On-grid","2016",5978.00
"Canada","Oil","Electricity Installed Capacity (MW)","On-grid","2017",6018.00
"Canada","Oil","Electricity Installed Capacity (MW)","On-grid","2018",6002.00
"Canada","Oil","Electricity Installed Capacity (MW)","On-grid","2019",6019.00
"Canada","Oil","Electricity Installed Capacity (MW)","On-grid","2020",6019.00
"Canada","Oil","Electricity Installed Capacity (MW)","On-grid","2021",6019.00
"Canada","Oil","Electricity Installed Capacity (MW)","On-grid","2022",6019.00
"Canada","Oil","Electricity Installed Capacity (MW)","On-grid","2023",6019.00
"Canada","Oil","Electricity Installed Capacity (MW)","On-grid","2024",6019.00
"Canada","Oil","Electricity Installed Capacity (MW)","Off-grid","2015",-
"Canada","Oil","Electricity Installed Capacity (MW)","Off-grid","2016",-
"Canada","Oil","Electricity Installed Capacity (MW)","Off-grid","2017",-
"Canada","Oil","Electricity Installed Capacity (MW)","Off-grid","2018",-
"Canada","Oil","Electricity Installed Capacity (MW)","Off-grid","2019",-
"Canada","Oil","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Canada","Oil","Electricity Installed Capacity (MW)","Off-grid","2021",-
"Canada","Oil","Electricity Installed Capacity (MW)","Off-grid","2022",-
"Canada","Oil","Electricity Installed Capacity (MW)","Off-grid","2023",-
"Canada","Oil","Electricity Installed Capacity (MW)","Off-grid","2024",-
"Canada","Oil","Electricity Generation (GWh)","All","2015",7718.00
"Canada","Oil","Electricity Generation (GWh)","All","2016",7783.00
"Canada","Oil","Electricity Generation (GWh)","All","2017",5672.00
"Canada","Oil","Electricity Generation (GWh)","All","2018",5821.00
"Canada","Oil","Electricity Generation (GWh)","All","2019",5081.00
"Canada","Oil","Electricity Generation (GWh)","All","2020",4536.00
"Canada","Oil","Electricity Generation (GWh)","All","2021",4246.00
"Canada","Oil","Electricity Generation (GWh)","All","2022",5545.00
"Canada","Oil","Electricity Generation (GWh)","All","2023",4684.00
"Canada","Oil","Electricity Generation (GWh)","All","2024",-
"Canada","Oil","Electricity Generation (GWh)","On-grid","2015",7718.00
"Canada","Oil","Electricity Generation (GWh)","On-grid","2016",7783.00
"Canada","Oil","Electricity Generation (GWh)","On-grid","2017",5672.00
"Canada","Oil","Electricity Generation (GWh)","On-grid","2018",5821.00
"Canada","Oil","Electricity Generation (GWh)","On-grid","2019",5081.00
"Canada","Oil","Electricity Generation (GWh)","On-grid","2020",4536.00
"Canada","Oil","Electricity Generation (GWh)","On-grid","2021",4246.00
"Canada","Oil","Electricity Generation (GWh)","On-grid","2022",5545.00
"Canada","Oil","Electricity Generation (GWh)","On-grid","2023",4684.00
"Canada","Oil","Electricity Generation (GWh)","On-grid","2024",-
"Canada","Oil","Electricity Generation (GWh)","Off-grid","2015",-
"Canada","Oil","Electricity Generation (GWh)","Off-grid","2016",-
"Canada","Oil","Electricity Generation (GWh)","Off-grid","2017",-
"Canada","Oil","Electricity Generation (GWh)","Off-grid","2018",-
"Canada","Oil","Electricity Generation (GWh)","Off-grid","2019",-
"Canada","Oil","Electricity Generation (GWh)","Off-grid","2020",-
"Canada","Oil","Electricity Generation (GWh)","Off-grid","2021",-
"Canada","Oil","Electricity Generation (GWh)","Off-grid","2022",-
"Canada","Oil","Electricity Generation (GWh)","Off-grid","2023",-
"Canada","Oil","Electricity Generation (GWh)","Off-grid","2024",-
"Canada","Natural gas","Electricity Installed Capacity (MW)","All","2015",16873.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","All","2016",17553.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","All","2017",17241.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","All","2018",17472.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","All","2019",17634.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","All","2020",19802.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","All","2021",17592.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","All","2022",18500.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","All","2023",21170.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","All","2024",21284.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","On-grid","2015",16873.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","On-grid","2016",17553.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","On-grid","2017",17241.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","On-grid","2018",17472.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","On-grid","2019",17634.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","On-grid","2020",19802.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","On-grid","2021",17592.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","On-grid","2022",18500.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","On-grid","2023",21170.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","On-grid","2024",21284.00
"Canada","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2015",-
"Canada","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2016",-
"Canada","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2017",-
"Canada","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2018",-
"Canada","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2019",-
"Canada","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Canada","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2021",-
"Canada","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2022",-
"Canada","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2023",-
"Canada","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2024",-
"Canada","Natural gas","Electricity Generation (GWh)","All","2015",64639.00
"Canada","Natural gas","Electricity Generation (GWh)","All","2016",61795.00
"Canada","Natural gas","Electricity Generation (GWh)","All","2017",54248.00
"Canada","Natural gas","Electricity Generation (GWh)","All","2018",66895.00
"Canada","Natural gas","Electricity Generation (GWh)","All","2019",68235.00
"Canada","Natural gas","Electricity Generation (GWh)","All","2020",72972.00
"Canada","Natural gas","Electricity Generation (GWh)","All","2021",79314.00
"Canada","Natural gas","Electricity Generation (GWh)","All","2022",85856.00
"Canada","Natural gas","Electricity Generation (GWh)","All","2023",96299.00
"Canada","Natural gas","Electricity Generation (GWh)","All","2024",-
"Canada","Natural gas","Electricity Generation (GWh)","On-grid","2015",64639.00
"Canada","Natural gas","Electricity Generation (GWh)","On-grid","2016",61795.00
"Canada","Natural gas","Electricity Generation (GWh)","On-grid","2017",54248.00
"Canada","Natural gas","Electricity Generation (GWh)","On-grid","2018",66895.00
"Canada","Natural gas","Electricity Generation (GWh)","On-grid","2019",68235.00
"Canada","Natural gas","Electricity Generation (GWh)","On-grid","2020",72972.00
"Canada","Natural gas","Electricity Generation (GWh)","On-grid","2021",79314.00
"Canada","Natural gas","Electricity Generation (GWh)","On-grid","2022",85856.00
"Canada","Natural gas","Electricity Generation (GWh)","On-grid","2023",96299.00
"Canada","Natural gas","Electricity Generation (GWh)","On-grid","2024",-
"Canada","Natural gas","Electricity Generation (GWh)","Off-grid","2015",-
"Canada","Natural gas","Electricity Generation (GWh)","Off-grid","2016",-
"Canada","Natural gas","Electricity Generation (GWh)","Off-grid","2017",-
"Canada","Natural gas","Electricity Generation (GWh)","Off-grid","2018",-
"Canada","Natural gas","Electricity Generation (GWh)","Off-grid","2019",-
"Canada","Natural gas","Electricity Generation (GWh)","Off-grid","2020",-
"Canada","Natural gas","Electricity Generation (GWh)","Off-grid","2021",-
"Canada","Natural gas","Electricity Generation (GWh)","Off-grid","2022",-
"Canada","Natural gas","Electricity Generation (GWh)","Off-grid","2023",-
"Canada","Natural gas","Electricity Generation (GWh)","Off-grid","2024",-
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2015",1603.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2016",1734.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2017",1635.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2018",1618.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2019",1488.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2020",1466.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2021",1376.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2022",1358.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2023",1374.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2024",1374.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2015",1603.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2016",1734.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2017",1635.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2018",1618.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2019",1488.00
